VCF_ID	BioSample_ID	Capture_Population	Spawning_Ecotype	Phenotype_ID	Population
Upp02_2_a.CEL	UPP02_2.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_30_a.CEL	UPP02_30.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_31_a.CEL	UPP02_31.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_32_a.CEL	UPP02_32.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_33_a.CEL	UPP02_33.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_34_a.CEL	UPP02_34.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_35_a.CEL	UPP02_35.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_36_a.CEL	UPP02_36.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_37_a.CEL	UPP02_37.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_38_a.CEL	UPP02_38.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_39_a.CEL	UPP02_39.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_3_a.CEL	UPP02_3.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_40_a.CEL	UPP02_40.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_41_a.CEL	UPP02_41.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_4_a.CEL	UPP02_4.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_5_a.CEL	UPP02_5.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_6_a.CEL	UPP02_6.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_7_a.CEL	UPP02_7.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_8_a.CEL	UPP02_8.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_9_a.CEL	UPP02_9.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_042.CEL	UPP02_042.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_043.CEL	UPP02_043.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_044.CEL	UPP02_044.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_045.CEL	UPP02_045.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_046.CEL	UPP02_046.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_047.CEL	UPP02_047.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp02_048.CEL	UPP02_048.CEL	UPP02	SPRING	UPP02_SPRING	Central
Upp03_002.CEL	UPP03_002.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_003.CEL	UPP03_003.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_004.CEL	UPP03_004.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_006.CEL	UPP03_006.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_007.CEL	UPP03_007.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_009.CEL	UPP03_009.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_010.CEL	UPP03_010.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_011.CEL	UPP03_011.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_012.CEL	UPP03_012.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_013.CEL	UPP03_013.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_014.CEL	UPP03_014.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_015.CEL	UPP03_015.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_016.CEL	UPP03_016.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_017.CEL	UPP03_017.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_018.CEL	UPP03_018.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_019.CEL	UPP03_019.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_020.CEL	UPP03_020.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_021.CEL	UPP03_021.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_022.CEL	UPP03_022.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_023.CEL	UPP03_023.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_024.CEL	UPP03_024.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_025.CEL	UPP03_025.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_026.CEL	UPP03_026.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_027.CEL	UPP03_027.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_028.CEL	UPP03_028.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_029.CEL	UPP03_029.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_030.CEL	UPP03_030.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_031.CEL	UPP03_031.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_032.CEL	UPP03_032.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_034.CEL	UPP03_034.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_036.CEL	UPP03_036.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_037.CEL	UPP03_037.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_038.CEL	UPP03_038.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_039.CEL	UPP03_039.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_040.CEL	UPP03_040.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_041.CEL	UPP03_041.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_042.CEL	UPP03_042.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_044.CEL	UPP03_044.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_045.CEL	UPP03_045.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_046.CEL	UPP03_046.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_047.CEL	UPP03_047.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_048.CEL	UPP03_048.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_049.CEL	UPP03_049.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_050.CEL	UPP03_050.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_051.CEL	UPP03_051.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_052.CEL	UPP03_052.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_053.CEL	UPP03_053.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp03_054.CEL	UPP03_054.CEL	UPP03	SPRING	UPP03_SPRING	Central
Upp04_001.CEL	UPP04_001.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_002.CEL	UPP04_002.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_004.CEL	UPP04_004.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_005.CEL	UPP04_005.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_008.CEL	UPP04_008.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_009.CEL	UPP04_009.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_010.CEL	UPP04_010.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_011.CEL	UPP04_011.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_012.CEL	UPP04_012.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_013.CEL	UPP04_013.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_014.CEL	UPP04_014.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_017.CEL	UPP04_017.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_018.CEL	UPP04_018.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_019.CEL	UPP04_019.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_020.CEL	UPP04_020.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_021.CEL	UPP04_021.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_022.CEL	UPP04_022.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_023.CEL	UPP04_023.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_024.CEL	UPP04_024.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_025.CEL	UPP04_025.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_026.CEL	UPP04_026.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_028.CEL	UPP04_028.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_029.CEL	UPP04_029.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_030.CEL	UPP04_030.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_031.CEL	UPP04_031.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_032.CEL	UPP04_032.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_033.CEL	UPP04_033.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_034.CEL	UPP04_034.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_036.CEL	UPP04_036.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_037.CEL	UPP04_037.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_038.CEL	UPP04_038.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_039.CEL	UPP04_039.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_040.CEL	UPP04_040.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_041.CEL	UPP04_041.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_042.CEL	UPP04_042.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_044.CEL	UPP04_044.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_045.CEL	UPP04_045.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_046.CEL	UPP04_046.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_047.CEL	UPP04_047.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_048.CEL	UPP04_048.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_050.CEL	UPP04_050.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_051.CEL	UPP04_051.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp04_053.CEL	UPP04_053.CEL	UPP04	SPRING	UPP04_SPRING	Central
Upp05_001.CEL	UPP05_001.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_002.CEL	UPP05_002.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_003.CEL	UPP05_003.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_004.CEL	UPP05_004.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_005.CEL	UPP05_005.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_006.CEL	UPP05_006.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_007.CEL	UPP05_007.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_008.CEL	UPP05_008.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_009.CEL	UPP05_009.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_010.CEL	UPP05_010.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_011.CEL	UPP05_011.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_012.CEL	UPP05_012.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_013.CEL	UPP05_013.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_014.CEL	UPP05_014.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_015.CEL	UPP05_015.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_016.CEL	UPP05_016.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_017.CEL	UPP05_017.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_018.CEL	UPP05_018.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_019.CEL	UPP05_019.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_020.CEL	UPP05_020.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_021.CEL	UPP05_021.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_022.CEL	UPP05_022.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_023.CEL	UPP05_023.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_024.CEL	UPP05_024.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_025.CEL	UPP05_025.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_026.CEL	UPP05_026.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_027.CEL	UPP05_027.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_028.CEL	UPP05_028.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_029.CEL	UPP05_029.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_030.CEL	UPP05_030.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_031.CEL	UPP05_031.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_032.CEL	UPP05_032.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_033.CEL	UPP05_033.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_034.CEL	UPP05_034.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_035.CEL	UPP05_035.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_036.CEL	UPP05_036.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_037.CEL	UPP05_037.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_038.CEL	UPP05_038.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_039.CEL	UPP05_039.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_040.CEL	UPP05_040.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_041.CEL	UPP05_041.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_042.CEL	UPP05_042.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_043.CEL	UPP05_043.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_044.CEL	UPP05_044.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_045.CEL	UPP05_045.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_046.CEL	UPP05_046.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_047.CEL	UPP05_047.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_048.CEL	UPP05_048.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_049.CEL	UPP05_049.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp05_050.CEL	UPP05_050.CEL	UPP05	SPRING	UPP05_SPRING	Central
Upp06_001.CEL	UPP06_001.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_002.CEL	UPP06_002.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_003.CEL	UPP06_003.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_004.CEL	UPP06_004.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_007.CEL	UPP06_007.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_008.CEL	UPP06_008.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_009.CEL	UPP06_009.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_010.CEL	UPP06_010.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_011.CEL	UPP06_011.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_012.CEL	UPP06_012.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_013.CEL	UPP06_013.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_014.CEL	UPP06_014.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_015.CEL	UPP06_015.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_016.CEL	UPP06_016.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_017.CEL	UPP06_017.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_018.CEL	UPP06_018.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_019.CEL	UPP06_019.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_020.CEL	UPP06_020.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_021.CEL	UPP06_021.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_022.CEL	UPP06_022.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_023.CEL	UPP06_023.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_024.CEL	UPP06_024.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_025.CEL	UPP06_025.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_026.CEL	UPP06_026.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_027.CEL	UPP06_027.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_028.CEL	UPP06_028.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_029.CEL	UPP06_029.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp06_031.CEL	UPP06_031.CEL	UPP06	SPRING	UPP06_SPRING	Central
Upp07_81_a.CEL	UPP07_81.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_83_a.CEL	UPP07_83.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_86_a.CEL	UPP07_86.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_87_a.CEL	UPP07_87.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_060.CEL	UPP07_060.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_061.CEL	UPP07_061.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_063.CEL	UPP07_063.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_065.CEL	UPP07_065.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_067.CEL	UPP07_067.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_071.CEL	UPP07_071.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_072.CEL	UPP07_072.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_073.CEL	UPP07_073.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_074.CEL	UPP07_074.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_077.CEL	UPP07_077.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp07_079.CEL	UPP07_079.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_11.CEL	UPP7_11.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_12.CEL	UPP7_12.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_14.CEL	UPP7_14.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_15.CEL	UPP7_15.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_17.CEL	UPP7_17.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_19.CEL	UPP7_19.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_2.CEL	UPP7_2.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_21.CEL	UPP7_21.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_23.CEL	UPP7_23.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_25.CEL	UPP7_25.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_28.CEL	UPP7_28.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_29.CEL	UPP7_29.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_31.CEL	UPP7_31.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_37.CEL	UPP7_37.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_39.CEL	UPP7_39.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_44.CEL	UPP7_44.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_47.CEL	UPP7_47.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_48.CEL	UPP7_48.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_49.CEL	UPP7_49.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_50.CEL	UPP7_50.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_53.CEL	UPP7_53.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_55.CEL	UPP7_55.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_57.CEL	UPP7_57.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_58.CEL	UPP7_58.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp7_59.CEL	UPP7_59.CEL	UPP07	SPRING	UPP07_SPRING	Central
Upp08_20_a.CEL	UPP08_20.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_21_a.CEL	UPP08_21.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_22_a.CEL	UPP08_22.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_23_a.CEL	UPP08_23.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_24_a.CEL	UPP08_24.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_25_a.CEL	UPP08_25.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_26_a.CEL	UPP08_26.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_28_a.CEL	UPP08_28.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_29_a.CEL	UPP08_29.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_2_a.CEL	UPP08_2.CEL	UPP08	SPRING	UPP08_SPRING	North
Upp08_5_a.CEL	UPP08_5.CEL	UPP08	SPRING	UPP08_SPRING	North
VAb01_11_a.CEL	VAB01_11.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_13_a.CEL	VAB01_13.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_15_a.CEL	VAB01_15.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_16_a.CEL	VAB01_16.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_17_a.CEL	VAB01_17.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_18_a.CEL	VAB01_18.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_19_a.CEL	VAB01_19.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_1_a.CEL	VAB01_1.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_20_a.CEL	VAB01_20.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_21_a.CEL	VAB01_21.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_26_a.CEL	VAB01_26.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_29_a.CEL	VAB01_29.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_30_a.CEL	VAB01_30.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_31_a.CEL	VAB01_31.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_32_a.CEL	VAB01_32.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_34_a.CEL	VAB01_34.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_36_a.CEL	VAB01_36.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_37_a.CEL	VAB01_37.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_38_a.CEL	VAB01_38.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_39_a.CEL	VAB01_39.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_3_a.CEL	VAB01_3.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_40_a.CEL	VAB01_40.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_41_a.CEL	VAB01_41.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_42_a.CEL	VAB01_42.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_43_a.CEL	VAB01_43.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_44_a.CEL	VAB01_44.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_46_a.CEL	VAB01_46.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_49_a.CEL	VAB01_49.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_4_a.CEL	VAB01_4.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_50_a.CEL	VAB01_50.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_5_a.CEL	VAB01_5.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_6_a.CEL	VAB01_6.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_7_a.CEL	VAB01_7.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_8_a.CEL	VAB01_8.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb01_9_a.CEL	VAB01_9.CEL	VAB01	SPRING	VAB01_SPRING	North
VAb02_10_a.CEL	VAB02_10.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_11_a.CEL	VAB02_11.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_12_a.CEL	VAB02_12.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_13_a.CEL	VAB02_13.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_14_a.CEL	VAB02_14.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_16_a.CEL	VAB02_16.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_17_a.CEL	VAB02_17.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_18_a.CEL	VAB02_18.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_19_a.CEL	VAB02_19.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_20_a.CEL	VAB02_20.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_21_a.CEL	VAB02_21.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_22_a.CEL	VAB02_22.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_23_a.CEL	VAB02_23.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_24_a.CEL	VAB02_24.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_26_a.CEL	VAB02_26.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_27_a.CEL	VAB02_27.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_29_a.CEL	VAB02_29.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_2_a.CEL	VAB02_2.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_33_a.CEL	VAB02_33.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_34_a.CEL	VAB02_34.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_35_a.CEL	VAB02_35.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_36_a.CEL	VAB02_36.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_37_a.CEL	VAB02_37.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_38_a.CEL	VAB02_38.CEL	VAB02	SPRING	VAB02_SPRING	North
VAb02_39_a.CEL	VAB02_39.CEL	VAB02	SPRING	VAB02_SPRING	North
